source_sheet,source_group,area_code,area_name,device_code,device_name,device_type,point_code,point_name,data_type,unit,address,access_mode,scale_value,sort_order,io_module,io_type,modbus_type,sixnet_address,iconics_path,remark
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,DI_ZJ4_YX,4#主机运行,BOOLEAN,,1,R,1,10,DI1,DI,1,0,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,DI_ZJ4_HZ,4#主机电源合闸,BOOLEAN,,2,R,1,11,DI1,DI,1,1,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,DI_ZJ4_GZ,4#主机故障,BOOLEAN,,3,R,1,12,DI1,DI,1,2,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,DI_ZJ4_XD,4#主机现地,BOOLEAN,,4,R,1,13,DI1,DI,1,3,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,DI_ZJ4_YC,4#主机远方,BOOLEAN,,5,R,1,14,DI1,DI,1,4,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,DI_ZJ3_YX,3#主机运行,BOOLEAN,,7,R,1,15,DI1,DI,1,6,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,DI_ZJ3_HZ,3#主机电源合闸,BOOLEAN,,8,R,1,16,DI1,DI,1,7,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,DI_ZJ3_GZ,3#主机故障,BOOLEAN,,9,R,1,17,DI1,DI,1,8,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,DI_ZJ3_XD,3#主机现地,BOOLEAN,,10,R,1,18,DI1,DI,1,9,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,DI_ZJ3_YC,3#主机远方,BOOLEAN,,11,R,1,19,DI1,DI,1,10,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,DI_ZJ2_YX,2#主机运行,BOOLEAN,,13,R,1,20,DI1,DI,1,12,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,DI_ZJ2_HZ,2#主机电源合闸,BOOLEAN,,14,R,1,21,DI1,DI,1,13,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,DI_ZJ2_GZ,2#主机故障,BOOLEAN,,15,R,1,22,DI1,DI,1,14,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,DI_ZJ2_XD,2#主机现地,BOOLEAN,,16,R,1,23,DI1,DI,1,15,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,DI_ZJ1_YX,1#主机运行,BOOLEAN,,19,R,1,24,DI1,DI,1,18,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,DI_ZJ1_HZ,1#主机电源合闸,BOOLEAN,,20,R,1,25,DI1,DI,1,19,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,DI_ZJ1_GZ,1#主机故障,BOOLEAN,,21,R,1,26,DI1,DI,1,20,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,DI_ZJ1_XD,1#主机现地,BOOLEAN,,22,R,1,27,DI1,DI,1,21,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,DI_ZJ1_YC,1#主机远方,BOOLEAN,,23,R,1,28,DI1,DI,1,22,\Address Space\ZJ14\DI,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,DO_ZJ4_QD,4#主机启动,BOOLEAN,,1,W,1,29,DO1,DO,0,0,\Address Space\ZJ14\DO,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,DO_ZJ4_TZ,4#主机停止,BOOLEAN,,2,W,1,30,DO1,DO,0,1,\Address Space\ZJ14\DO,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,DO_ZJ3_QD,3#主机启动,BOOLEAN,,4,W,1,31,DO1,DO,0,3,\Address Space\ZJ14\DO,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,DO_ZJ3_TZ,3#主机停止,BOOLEAN,,5,W,1,32,DO1,DO,0,4,\Address Space\ZJ14\DO,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,DO_ZJ2_QD,2#主机启动,BOOLEAN,,7,W,1,33,DO1,DO,0,6,\Address Space\ZJ14\DO,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,DO_ZJ2_TZ,2#主机停止,BOOLEAN,,8,W,1,34,DO1,DO,0,7,\Address Space\ZJ14\DO,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,DO_ZJ1_QD,1#主机启动,BOOLEAN,,10,W,1,35,DO1,DO,0,9,\Address Space\ZJ14\DO,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,DO_ZJ1_TZ,1#主机停止,BOOLEAN,,11,W,1,36,DO1,DO,0,10,\Address Space\ZJ14\DO,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,RTD_ZJ1_WD1,备用,DECIMAL,C,17,R,1,37,RTD1,AI,3,16,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,RTD_ZJ1_WD2,备用,DECIMAL,C,18,R,1,38,RTD1,AI,3,17,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,RTD_ZJ1_WD3,备用,DECIMAL,C,19,R,1,39,RTD1,AI,3,18,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,RTD_ZJ1_WD4,备用,DECIMAL,C,20,R,1,40,RTD1,AI,3,19,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,RTD_ZJ1_WD5,备用,DECIMAL,C,21,R,1,41,RTD1,AI,3,20,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,RTD_ZJ1_WD6,备用,DECIMAL,C,22,R,1,42,RTD1,AI,3,21,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,RTD_ZJ1_WD7,备用,DECIMAL,C,23,R,1,43,RTD1,AI,3,22,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,RTD_ZJ1_WD8,备用,DECIMAL,C,24,R,1,44,RTD1,AI,3,23,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,RTD_ZJ2_WD1,备用,DECIMAL,C,27,R,1,45,RTD2,AI,3,26,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,RTD_ZJ2_WD2,备用,DECIMAL,C,28,R,1,46,RTD2,AI,3,27,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,RTD_ZJ2_WD3,备用,DECIMAL,C,29,R,1,47,RTD2,AI,3,28,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,RTD_ZJ2_WD4,备用,DECIMAL,C,30,R,1,48,RTD2,AI,3,29,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,RTD_ZJ2_WD5,备用,DECIMAL,C,31,R,1,49,RTD2,AI,3,30,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,RTD_ZJ2_WD6,备用,DECIMAL,C,32,R,1,50,RTD2,AI,3,31,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,RTD_ZJ2_WD7,备用,DECIMAL,C,33,R,1,51,RTD2,AI,3,32,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,RTD_ZJ2_WD8,备用,DECIMAL,C,34,R,1,52,RTD2,AI,3,33,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,RTD_ZJ3_WD1,备用,DECIMAL,C,37,R,1,53,RTD3,AI,3,36,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,RTD_ZJ3_WD2,备用,DECIMAL,C,38,R,1,54,RTD3,AI,3,37,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,RTD_ZJ3_WD3,备用,DECIMAL,C,39,R,1,55,RTD3,AI,3,38,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,RTD_ZJ3_WD4,备用,DECIMAL,C,40,R,1,56,RTD3,AI,3,39,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,RTD_ZJ3_WD5,备用,DECIMAL,C,41,R,1,57,RTD3,AI,3,40,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,RTD_ZJ3_WD6,备用,DECIMAL,C,42,R,1,58,RTD3,AI,3,41,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,RTD_ZJ3_WD7,备用,DECIMAL,C,43,R,1,59,RTD3,AI,3,42,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,RTD_ZJ3_WD8,备用,DECIMAL,C,44,R,1,60,RTD3,AI,3,43,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,RTD_ZJ4_WD1,备用,DECIMAL,C,47,R,1,61,RTD4,AI,3,46,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,RTD_ZJ4_WD2,备用,DECIMAL,C,48,R,1,62,RTD4,AI,3,47,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,RTD_ZJ4_WD3,备用,DECIMAL,C,49,R,1,63,RTD4,AI,3,48,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,RTD_ZJ4_WD4,备用,DECIMAL,C,50,R,1,64,RTD4,AI,3,49,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,RTD_ZJ4_WD5,备用,DECIMAL,C,51,R,1,65,RTD4,AI,3,50,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,RTD_ZJ4_WD6,备用,DECIMAL,C,52,R,1,66,RTD4,AI,3,51,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,RTD_ZJ4_WD7,备用,DECIMAL,C,53,R,1,67,RTD4,AI,3,52,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,RTD_ZJ4_WD8,备用,DECIMAL,C,54,R,1,68,RTD4,AI,3,53,\Address Space\ZJ14\RT,
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,PC_ZJ1_QD,1#主机启动指令,BOOLEAN,,201,W,1,69,,DO,0,200,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,PC_ZJ1_TZ,1#主机停止指令,BOOLEAN,,202,W,1,70,,DO,0,201,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,PC_ZJ1_FW,1#主机复位指令,BOOLEAN,,203,W,1,71,,DO,0,202,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,PC_ZJ2_QD,2#主机启动指令,BOOLEAN,,204,W,1,72,,DO,0,203,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,PC_ZJ2_TZ,2#主机停止指令,BOOLEAN,,205,W,1,73,,DO,0,204,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,PC_ZJ2_FW,2#主机复位指令,BOOLEAN,,206,W,1,74,,DO,0,205,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,PC_ZJ3_QD,3#主机启动指令,BOOLEAN,,207,W,1,75,,DO,0,206,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,PC_ZJ3_TZ,3#主机停止指令,BOOLEAN,,208,W,1,76,,DO,0,207,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,PC_ZJ3_FW,3#主机复位指令,BOOLEAN,,209,W,1,77,,DO,0,208,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,PC_ZJ4_QD,4#主机启动指令,BOOLEAN,,210,W,1,78,,DO,0,209,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,PC_ZJ4_TZ,4#主机停止指令,BOOLEAN,,211,W,1,79,,DO,0,210,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,PC_ZJ4_FW,4#主机复位指令,BOOLEAN,,212,W,1,80,,DO,0,211,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,PC_ZJ1_YJKJ,1#主机一键开机指令,BOOLEAN,,213,W,1,81,,DO,0,212,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,PC_ZJ2_YJKJ,2#主机一键开机指令,BOOLEAN,,214,W,1,82,,DO,0,213,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,PC_ZJ3_YJKJ,3#主机一键开机指令,BOOLEAN,,215,W,1,83,,DO,0,214,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,PC_ZJ4_YJKJ,4#主机一键开机指令,BOOLEAN,,216,W,1,84,,DO,0,215,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,PC_ZJ1_YJTJ,1#主机一键停机指令,BOOLEAN,,217,W,1,85,,DO,0,216,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,PC_ZJ2_YJTJ,2#主机一键停机指令,BOOLEAN,,218,W,1,86,,DO,0,217,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ3,3#主机,水泵,PC_ZJ3_YJTJ,3#主机一键停机指令,BOOLEAN,,219,W,1,87,,DO,0,218,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ4,4#主机,水泵,PC_ZJ4_YJTJ,4#主机一键停机指令,BOOLEAN,,220,W,1,88,,DO,0,219,\Address Space\ZJ14\PC,上位机写1，PLC自复位
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,BJ_ZJ1_QD,1#主机启动报警,BOOLEAN,,401,W,1,89,,DO,0,400,\Address Space\ZJ14\BJ,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ1,1#主机,水泵,BJ_ZJ1_TZ,1#主机停止报警,BOOLEAN,,402,W,1,90,,DO,0,401,\Address Space\ZJ14\BJ,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,BJ_ZJ2_QD,2#主机启动报警,BOOLEAN,,403,W,1,91,,DO,0,402,\Address Space\ZJ14\BJ,上位机读
1-4#主机,ZJ14,AREA-JDH-ZJ,金斗河主机区,DEV-ZJ2,2#主机,水泵,BJ_ZJ2_TZ,2#主机停止报警,BOOLEAN,,404,W,1,92,,DO,0,403,\Address Space\ZJ14\BJ,上位机读
